"name","noc","discipline"
"BUTSENKO Mykola","Ukraine","Boxing"
"BUTTERWORTH Alycia","Canada","Athletics"
"BUTTERWORTH Lindsey","Canada","Athletics"
"BUTTS-TOWNSEND Tynita","United States of America","Athletics"
"CABALLERO Denia","Cuba","Athletics"
"CABANA PEREZ Cristina","Spain","Judo"
"CACERES Eusebio","Spain","Athletics"
"CAI Alex","Canada","Fencing"
"CAI Zelin","People's Republic of China","Athletics"
"CAINERO Chiara","Italy","Shooting"
"CAKIROGLU Buse Naz","Turkey","Boxing"
"CALABRO Giulio","Italy","Sailing"
"CALDERANO Hugo","Brazil","Table Tennis"
"CALDWELL Abbey","Australia","Athletics"
"CALJOUW Mark","Netherlands","Badminton"
"CALLEGARI Beatrice","Italy","Artistic Swimming"
"CAMBONI Mattia","Italy","Sailing"
"CAMILO de OLIVEIRA Paulo Andre","Brazil","Athletics"
"CAMPBELL Bronte","Australia","Swimming"
"CAMPBELL Cate","Australia","Swimming"
"CAMPBELL Emily Jade","Great Britain","Weightlifting"
"CAMPBELL Jesse","New Zealand","Equestrian"
"CAMPBELL Luke","Germany","Athletics"
"CAMPBELL Paige","Australia","Athletics"
"CAMPBELL Richard","Australia","Water Polo"
"CAMPBELL Taylor","Great Britain","Athletics"
"CAMPION Kevin","France","Athletics"
"CAMPOS Jorge","Cuba","Table Tennis"
"CAMPOS Luiza","Brazil","Rugby Sevens"
"CAMPOS PEREIRA Rafael Henrique","Brazil","Athletics"
"CAN Yasemin","Turkey","Athletics"
"CANALEJO PAZOS Jaime","Spain","Rowing"
"CANETT Kayla","United States of America","Rugby Sevens"
"CANNONE Romain","France","Fencing"
"CANO RUIZ Carmen","Spain","Hockey"
"CANTER Rosalind","Great Britain","Equestrian"
"CANTERO REINA Patricia","Spain","Sailing"
"CANUEL Karol-Ann","Canada","Cycling Road"
"CAPOBIANCO Andrew","United States of America","Diving"
"CAPORASO Teodorico","Italy","Athletics"
"CARAMIGNOLI Martina Rita","Italy","Swimming"
"CARBALLES BAENA Roberto","Spain","Tennis"
"CARBONELL BALLESTERO Ona","Spain","Artistic Swimming"
"CARD Kelsey","United States of America","Athletics"
"CARDONA MENDEZ Joan","Spain","Sailing"
"CAREY Jade","United States of America","Artistic Gymnastics"
"CARGNIN Daniel","Brazil","Judo"
"CARINI Giacomo","Italy","Swimming"
"CARLI Sarah","Australia","Athletics"
"CARLILE Thomas","France","Equestrian"
"CARLIN Jack","Great Britain","Cycling Track"
"CARNEGIE Sholto","Great Britain","Rowing"
"CARRARO Martina","Italy","Swimming"
"CARRIER Marina","Australia","Modern Pentathlon"
"CARRINGTON Lisa","New Zealand","Canoe Sprint"
"CARRO Fernando","Spain","Athletics"
"CARTER Chris","United States of America","Athletics"
"CARUSO Bianca","Italy","Sailing"
"CARUSO Damiano","Italy","Cycling Road"
"CARVALHO Lucas","Brazil","Athletics"
"CASEY Paul","Great Britain","Golf"
"CASHIN Amy","Australia","Athletics"
"CASILLAS GARCIA Miriam","Spain","Triathlon"
"CASLICK Charlotte","Australia","Rugby Sevens"
"CASSANDRO Tammaro","Italy","Shooting"
"CASSARA Andrea","Italy","Fencing"
"CASSIN Alexandre","France","Table Tennis"
"CASSON Jennifer","Canada","Rowing"
"CASTALDO Matteo","Italy","Rowing"
"CASTRO Daniel","Spain","Archery"
"CAVAGNA Remi","France","Cycling Road"
"CAVALLI Marta","Italy","Cycling Road"
"CAVANNA Domiziana","Italy","Artistic Swimming"
"CECCARELLO Sofia","Italy","Shooting"
"CECCON Thomas","Italy","Swimming"
"CENTOFANTI Martina","Italy","Rhythmic Gymnastics"
"CENTRACCHIO Maria","Italy","Judo"
"CENTROWITZ Matthew","United States of America","Athletics"
"CEREZO IGLESIAS Adriana","Spain","Taekwondo"
"CERRUTI Linda","Italy","Artistic Swimming"
"CERULLO Isadora","Brazil","Rugby Sevens"
"CESARINI Federica","Italy","Rowing"
"CHABEL Monika","Poland","Rowing"
"CHABEL Wiktor","Poland","Rowing"
"CHABOWSKI Marcin","Poland","Athletics"
"CHAE Yujung","Republic of Korea","Badminton"
"CHAHDI Hassan","France","Athletics"
"CHAINE Guillaume","France","Judo"
"CHALKER Emily","Australia","Hockey"
"CHALMERS Cameron","Great Britain","Athletics"
"CHALMERS Kyle","Australia","Swimming"
"CHAMIZO MARQUEZ Frank","Italy","Wrestling"
"CHANG Yuan","People's Republic of China","Boxing"
"CHANG Yong Heung","Republic of Korea","Rugby Sevens"
"CHANOURDIE Julia","France","Sport Climbing"
"CHARDY Jeremy","France","Tennis"
"CHARLES Harry","Great Britain","Equestrian"
"CHARLTON Samantha","New Zealand","Hockey"
"CHARRON Maude G","Canada","Weightlifting"
"CHARTER Andrew Lewis","Australia","Hockey"
"CHASE Kendall","United States of America","Rowing"
"CHAVES GUIMARAES Maria Ieda","Brazil","Modern Pentathlon"
"CHEBOTAR Vladislav","ROC","Canoe Sprint"
"CHEKHIRKIN Aleksandr","ROC","Wrestling"
"CHELLI Tommaso","Italy","Shooting"
"CHEN Aisen","People's Republic of China","Diving"
"CHEN Daxiang","People's Republic of China","Boxing"
"CHEN Dongqi","People's Republic of China","Shooting"
"CHEN He","People's Republic of China","Sailing"
"CHEN Hsuan-Yu Wendy","Australia","Badminton"
"CHEN Jiamin","People's Republic of China","Athletics"
"CHEN Jie","People's Republic of China","Swimming"
"CHEN Keyi","People's Republic of China","Rugby Sevens"
"CHEN Long","People's Republic of China","Badminton"
"CHEN Meng","People's Republic of China","Table Tennis"
"CHEN Qingyuan","People's Republic of China","Fencing"
"CHEN Qing Chen","People's Republic of China","Badminton"
"CHEN Shasha","People's Republic of China","Sailing"
"CHEN Shi","People's Republic of China","Canoe Slalom"
"CHEN Xiao","People's Republic of China","Water Polo"
"CHEN Yang","People's Republic of China","Athletics"
"CHEN Yang","People's Republic of China","Hockey"
"CHEN Yi","People's Republic of China","Hockey"
"CHEN Yunxia","People's Republic of China","Rowing"
"CHEN Yuxi","People's Republic of China","Diving"
"CHEN Yu Fei","People's Republic of China","Badminton"
"CHENG Eden","Great Britain","Diving"
"CHENG Long","People's Republic of China","Swimming"
"CHENG Yujie","People's Republic of China","Swimming"
"CHERKASOVA Alla","Ukraine","Wrestling"
"CHERNIGOVSKAYA Svetlana","ROC","Canoe Sprint"
"CHERNOUSOV Artem","ROC","Shooting"
"CHERNOUSOVA Margarita","ROC","Shooting"
"CHERNYSHEVA Anna","ROC","Karate"
"CHERRY Michael","United States of America","Athletics"
"CHETVERIKOVA Anastasiia","Ukraine","Canoe Sprint"
"CHEW Phillip","United States of America","Badminton"
"CHEW Ryan","United States of America","Badminton"
"CHIBANA Gabriela","Brazil","Judo"
"CHIGIREVA Vlada","ROC","Artistic Swimming"
"CHIKUNOVA Evgeniia","ROC","Swimming"
"CHILES Jordan","United States of America","Artistic Gymnastics"
"CHIMROVA Svetlana","ROC","Swimming"
"CHIRAULT Thomas","France","Archery"
"CHO Eunyoung","Republic of Korea","Shooting"
"CHO Guham","Republic of Korea","Judo"
"CHO Gwanghee","Republic of Korea","Canoe Sprint"
"CHO Mahama","Great Britain","Taekwondo"
"CHO Sungjae","Republic of Korea","Swimming"
"CHO Sungmin","Republic of Korea","Sailing"
"CHO Wonwoo","Republic of Korea","Sailing"
"CHOE Byeongkwang","Republic of Korea","Athletics"
"CHOI Hyojoo","Republic of Korea","Table Tennis"
"CHOI Injeong","Republic of Korea","Fencing"
"CHOI Kyungsun","Republic of Korea","Athletics"
"CHOI Sooyeon","Republic of Korea","Fencing"
"CHOI Seong Deok","Republic of Korea","Rugby Sevens"
"CHOI Solgyu","Republic of Korea","Badminton"
"CHOLNOKY Sara","Hungary","Sailing"
"CHON Jongwon","Republic of Korea","Sport Climbing"
"CHOO Gaeun","Republic of Korea","Shooting"
"CHOONG Joseph","Great Britain","Modern Pentathlon"
"CHOQUERT Benjamin","France","Athletics"
"CHOUKOUD Khalid","Netherlands","Athletics"
"CHOURRAUT Maialen","Spain","Canoe Slalom"
"CHRISTEN Nina","Switzerland","Shooting"
"CHRISTIE Nick","United States of America","Athletics"
"CHRISTMAS Kyra","Canada","Water Polo"
"CHUPKOV Anton","ROC","Swimming"
"CICCONE Giulio","Italy","Cycling Road"
"CID Aina","Spain","Rowing"
"CIENFUEGOS Javier","Spain","Athletics"
"CIEPLUCHA Tessa","Canada","Swimming"
"CIFTCI Batuhan","Turkey","Boxing"
"CILOGLU Bilal","Turkey","Judo"
"CIMINI Gabriele","Italy","Fencing"
"CINAR Ates","Turkey","Sailing"
"CINAR Deniz","Turkey","Sailing"
"CIOFANI Anne-Cecile","France","Rugby Sevens"
"CIPRESSA Erica","Italy","Fencing"
"CIRILO DUBOYS Yarisleidis","Cuba","Canoe Sprint"
"CIRJENICS Miklos","Hungary","Judo"
"CITRINI BEAULIEU Melissa","Canada","Diving"
"CLAESSENS Zoe","Switzerland","Cycling BMX Racing"
"CLANCY Edward","Great Britain","Cycling Track"
"CLAREBURT Lewis","New Zealand","Swimming"
"CLARK Tamara","United States of America","Athletics"
"CLARK Zoey","Great Britain","Athletics"
"CLARKE Cheavon","Great Britain","Boxing"
"CLARKE Dominic","Australia","Trampoline Gymnastics"
"CLARKE Frazer","Great Britain","Boxing"
"CLARKE Matthew","Australia","Athletics"
"CLAXTON Jane-Anne","Australia","Hockey"
"CLAY Liz","Australia","Athletics"
"CLEARY Jack","Australia","Rowing"
"CLEMONS Christina","United States of America","Athletics"
"CLERGET Axel","France","Judo"
"CLEVERING Ymkje","Netherlands","Rowing"
"CLOUVEL Elodie","France","Modern Pentathlon"
"COBAN Merve","Turkey","Karate"
"COBURN Emma","United States of America","Athletics"
"COCKRELL Anna","United States of America","Athletics"
"COCUZZI Luiz Henrique","Brazil","Cycling Mountain Bike"
"COELHO Ygor","Brazil","Badminton"
"COFFEY Olivia","United States of America","Rowing"
"COLAK Ibrahim","Turkey","Artistic Gymnastics"
"COLEMAN Nathaniel","United States of America","Sport Climbing"
"COLES Laura","Australia","Shooting"
"COLLARD Maxime","France","Equestrian"
"COLLEDANI Nadir","Italy","Cycling Mountain Bike"
"COLLETT Laura","Great Britain","Equestrian"
"COLLIER Dylan","New Zealand","Rugby Sevens"
"COLLIER Elise","Australia","Shooting"
"COLLINS John","Great Britain","Rowing"
"COLOMBO Filippo","Switzerland","Cycling Mountain Bike"
"COLOMBOTTO ROSSO Lucrezia","Italy","Golf"
"COMPAORE Benjamin","France","Athletics"
"CONDIE Kyra","United States of America","Sport Climbing"
"CONDORELLI Santo","Italy","Swimming"
"CONINX Dorian","France","Triathlon"
"CONNERS Corey","Canada","Golf"
"CONNOR Ben","Great Britain","Athletics"
"CONNOR Isabelle","United States of America","Rhythmic Gymnastics"
"CONSONNI Simone","Italy","Cycling Track"
"CONSTANTINE Kyra","Canada","Athletics"
"CONSTIEN Valerie","United States of America","Athletics"
"CONTRERAS Isabel","Spain","Canoe Sprint"
"CONYEDO RUANO Abraham de Jesus","Italy","Wrestling"
"COOK Oliver","Great Britain","Rowing"
"COOK Tamsin","Australia","Swimming"
"COOKE James","Great Britain","Modern Pentathlon"
"COOMBES Alec","Great Britain","Rugby Sevens"
"COOPER Abbey","United States of America","Athletics"
"COOPER Anton","New Zealand","Cycling Mountain Bike"
"COOPER Isaac","Australia","Swimming"
"COPELLO Yasmani","Turkey","Athletics"
"COPPELL Harry","Great Britain","Athletics"
"COPPONI Clara","France","Cycling Track"
"COQUILLARD Andre Jin","Republic of Korea","Rugby Sevens"
"CORCHETE Luis Manuel","Spain","Athletics"
"CORMENIER Carole","France","Shooting"
"CORMONT Ethan","France","Athletics"
"CORNET Alize","France","Tennis"
"CORREA Matheus","Brazil","Athletics"
"CORRIGAN Liam","United States of America","Rowing"
"CORTES JUNCOSA Francisco","Spain","Hockey"
"COSNEFROY Benoit","France","Cycling Road"
"COSTA Guilherme","Brazil","Swimming"
"COSTA Thalia","Brazil","Rugby Sevens"
"COSTELLO Amy Ewart","Great Britain","Hockey"
"COTE Andree-Anne","Canada","Artistic Swimming"
"COUGHLAN Aoife","Australia","Judo"
"COURNOYER Rene","Canada","Artistic Gymnastics"
"COURTNEY Kate","United States of America","Cycling Mountain Bike"
"COUTINHO Geisa Aparecida","Brazil","Athletics"
"COUZY Melanie","France","Shooting"
"COWARD HOLLEY Matthew John","Great Britain","Shooting"
"COWARD Josh","Australia","Rugby Sevens"
"COX Bronwyn","Australia","Rowing"
"COXSEY Shauna","Great Britain","Sport Climbing"
"CRACKLES Fiona Anne","Great Britain","Hockey"
"CRADDOCK Lawson","United States of America","Cycling Road"
"CRAFT Shanice","Germany","Athletics"
"CRAIG Emily","Great Britain","Rowing"
"CRAIG Thomas William","Australia","Hockey"
"CRANNY Elise","United States of America","Athletics"
"CRAVIOTTO Saul","Spain","Canoe Sprint"
"CREED Brendan William John","Great Britain","Hockey"
"CRESCENZO Angelo","Italy","Karate"
"CREVIER Axelle","Canada","Water Polo"
"CRIPPA Yemaneberhan","Italy","Athletics"
"CRISCIO Martina","Italy","Fencing"
"CROMWELL Tiffany","Australia","Cycling Road"
"CRONIN Caitlin","Australia","Rowing"
"CROON Jorrit","Netherlands","Hockey"
"CROTHERS William","Canada","Rowing"
"CROUSER Ryan","United States of America","Athletics"
"CRUZ Andy","Cuba","Boxing"
"CSEH Laszlo","Hungary","Swimming"
"CSERNOVICZKI Eva","Hungary","Judo"
"CSIPES Tamara","Hungary","Canoe Sprint"
"CSIZMADIA Kolos","Hungary","Canoe Sprint"
"CUBELOS Francisco","Spain","Canoe Sprint"
"CUDINOVIC Gennadij","Germany","Wrestling"
"CUI Lihong","People's Republic of China","Athletics"
"CUI Qiuxia","People's Republic of China","Hockey"
"CUI Xiaotong","People's Republic of China","Rowing"
"CUJEAN Lucien","Switzerland","Sailing"
"CULLELL ESTAPE Jofre","Spain","Cycling Mountain Bike"
"CULVER Trey","United States of America","Athletics"
"CUMMINGS JR Clarence","United States of America","Weightlifting"
"CUNNINGHAM Gabriele","United States of America","Athletics"
"CUNNINGHAM Trey","United States of America","Athletics"
"CUNNINGHAM Vashti","United States of America","Athletics"
"CUPIDO Luca","United States of America","Water Polo"
"CURATOLI Luca","Italy","Fencing"
"CURRAN Taylor Westermark","Canada","Hockey"
"CURRY Scott","New Zealand","Rugby Sevens"
"CURZAN Claire","United States of America","Swimming"
"CUSINATO Ilaria","Italy","Swimming"
"CUTRO-KELLY Nina","United States of America","Judo"
"CYBULSKA Malgorzata","Poland","Equestrian"
"CYSIQUE Sarah Leonie","France","Judo"
"CZAJA Dominik","Poland","Rowing"
"CZERNIAK Konrad","Poland","Swimming"
"CZYKIER Damian","Poland","Athletics"
"D'ALMEIDA Marcus","Brazil","Archery"
"D'AMATO Asia","Italy","Artistic Gymnastics"
"da COSTA Steven","France","Karate"
"da SILVA Chayenne","Brazil","Athletics"
"da SILVA COSTA Thalita","Brazil","Rugby Sevens"
"da SILVA Daniel Chaves","Brazil","Athletics"
"da SILVA FERREIRA Aline","Brazil","Wrestling"
"da SILVA Izabela","Brazil","Athletics"
"da SILVA Myriam","Canada","Boxing"
"da SILVA Tatiane Raquel","Brazil","Athletics"
"DABROWSKI Gabriela","Canada","Tennis"
"DAKE Kyle Douglas","United States of America","Wrestling"
"DAKIN Sam","New Zealand","Cycling Track"
"DAL MOLIN Paolo","Italy","Athletics"
"DALALOYAN Artur","ROC","Artistic Gymnastics"
"DALEY Thomas","Great Britain","Diving"
"DALGATOVA Saadat","ROC","Boxing"
"DALLMAN-WEISS Lara","United States of America","Sailing"
"DANIEL Taro","Japan","Tennis"
"DANIELL Marcus","New Zealand","Tennis"
"DANIELS Haley","Canada","Canoe Slalom"
"DANIELS Teahna","United States of America","Athletics"
"DANILENKO Dmitriy","ROC","Fencing"
"DANILOVA Iana","ROC","Rugby Sevens"
"DANYLENKO Danylo","Ukraine","Athletics"
"DARMANIN Lisa","Australia","Sailing"
"DARSIGNY Tali","Canada","Weightlifting"
"DAUBE Hannes","United States of America","Water Polo"
"DAUDET Joris","France","Cycling BMX Racing"
"DAUSER Lukas","Germany","Artistic Gymnastics"
"DAVEY Tarryn","New Zealand","Hockey"
"DAVID Yanis Esmeralda","France","Athletics"
"DAVIDOVICH FOKINA Alejandro","Spain","Tennis"
"DAVIDSON Madaline","New Zealand","Trampoline Gymnastics"
"DAVIES Frances","New Zealand","Hockey"
"DAVIES Rose","Australia","Athletics"
"DAVIES Sarah","Great Britain","Weightlifting"
"DAVIS Alex","Great Britain","Rugby Sevens"
"DAVIS Keyshawn","United States of America","Boxing"
"DAVIS Stephanie","Great Britain","Athletics"
"DAVIS Tara","United States of America","Athletics"
"DAVISON Benjamin","United States of America","Rowing"
"DAVYDOVA Daria","ROC","Judo"
"DAWSON Angus","Australia","Rowing"
"DAWSON Erica","New Zealand","Sailing"
"DAWSON Jacob","Great Britain","Rowing"
"DAWSON Kathleen","Great Britain","Swimming"
"DAWSON Matthew","Australia","Hockey"
"DAY Riley","Australia","Athletics"
"de ALMEIDA PAULA Paulo Roberto","Brazil","Athletics"
"de BOER Thom","Netherlands","Swimming"
"de BROUWER Bregje","Netherlands","Artistic Swimming"
"de DEUS Leonardo","Brazil","Swimming"
"de FILIPPIS Mauro","Italy","Shooting"
"de GENNARO Giovanni","Italy","Canoe Slalom"
"de GEUS Jonas","Netherlands","Hockey"
"de GEUS Lilian","Netherlands","Sailing"
"de GOEDE Eva Roma Maria","Netherlands","Hockey"
"de GRAAF Sander","Netherlands","Rowing"
"de GRASSE Andre","Canada","Athletics"
"de HAITRE Vincent","Canada","Cycling Track"
"de JESUS dos SANTOS Melanie","France","Artistic Gymnastics"
"de JONG Roos","Netherlands","Rowing"
"de JONGE Mark","Canada","Canoe Sprint"
"de la CRUZ Eglys Yahima","Cuba","Shooting"
"de LIMA Jucilene Sales","Brazil","Athletics"
"de LOOF Catie","United States of America","Swimming"
"de LUCA Marco","Italy","Athletics"
"de MOL Joep Paul Eric","Netherlands","Hockey"
"de MORAIS Andressa","Brazil","Athletics"
"de NICOLO Marco","Italy","Shooting"
"de OLIVEIRA Wanderson","Brazil","Boxing"
"de PAULA PESSOA Rodrigo","Brazil","Equestrian"
"de TORO DOMINGUEZ Miguel","Spain","Water Polo"
"de TULLIO Marco","Italy","Swimming"
"de VELASCO Ines","Spain","Archery"
"de VRIES Monique","Australia","Sailing"
"de WAARD Maaike","Netherlands","Swimming"
"de WAARD Xan Gerdien","Netherlands","Hockey"
"de WIJN Sander Sebastiaan Robert","Netherlands","Hockey"
"de WIT Frank","Netherlands","Judo"
"de WITTE Laura","Netherlands","Athletics"
"de WITTE Lisanne","Netherlands","Athletics"
"DEAN Anthony","Australia","Cycling BMX Racing"
"DEAN Clark","United States of America","Rowing"
"DEAN Tom","Great Britain","Swimming"
"DEARING Alice","Great Britain","Marathon Swimming"
"DEBUES-STAFFORD Gabriela","Canada","Athletics"
"DeCHAMBEAU Bryson","United States of America","Golf"
"DECSI Tamas","Hungary","Fencing"
"DEDE Bruno","Japan","Athletics"
"DEELTSTRA Andrea","Netherlands","Athletics"
"DEFAY Johanne","France","Surfing"
"DEIDDA Francesca","Italy","Artistic Swimming"
"DEIGNAN Elizabeth","Great Britain","Cycling Road"
"DEKHA Iryna","Ukraine","Weightlifting"
"del BUONO Federica","Italy","Athletics"
"Del LUNGO Marco","Italy","Water Polo"
"del PONTE Ajla","Switzerland","Athletics"
"del TORO CARVAJAL Maylin","Cuba","Judo"
"DELACOUR Perrine","France","Golf"
"DELACRUZ Jourdan Elizabeth","United States of America","Weightlifting"
"DELAPIERRE Quentin","France","Sailing"
"DELARZE Barnabe","Switzerland","Rowing"
"DELAS de ANDRES Miguel","Spain","Hockey"
"DELAUNAY Eric","France","Shooting"
"DELESTRE Simon","France","Equestrian"
"DELFOUR Lucien","Australia","Canoe Slalom"
"DELGADO Angelica","United States of America","Judo"
"DELL'AQUILA Vito","Italy","Taekwondo"
"DELMOTTE Nicolas","France","Equestrian"
"DELRUE Delphine","France","Badminton"
"DEMAY Coralie","France","Cycling Track"
"DEMIR Evin","Turkey","Athletics"
"DEMIRHAN Evin","Turkey","Wrestling"
"DENDY Marquis","United States of America","Athletics"
"DENG Weiyun","People's Republic of China","Shooting"
"DENG Zewen","People's Republic of China","Water Polo"
"DENG Zhiwei","People's Republic of China","Wrestling"
"DENNERLEY Joel","Australia","Water Polo"
"DENNIS Rohan","Australia","Cycling Road"
"DENNY Matthew","Australia","Athletics"
"DEPAUL Evan","Canada","Sailing"
"DERELI Emel","Turkey","Athletics"
"DERKACH Dariya","Italy","Athletics"
"DERS Lester","Cuba","Modern Pentathlon"
"DERSHWITZ Eli","United States of America","Fencing"
"DESALU Eseosa Fostine","Italy","Athletics"
"DESLAURIERS Mario","Canada","Equestrian"
"DESPLANCHES Jeremy","Switzerland","Swimming"
"DETTI Gabriele","Italy","Swimming"
"DEURLOO Bart","Netherlands","Artistic Gymnastics"
"DHESI Amarveer","Canada","Wrestling"
"di CAMILLO Costanza","Italy","Artistic Swimming"
"di COLA Stefano","Italy","Swimming"
"di COSTANZO Marco","Italy","Rowing"
"Di FULVIO Francesco","Italy","Water Polo"
"di LAZZARO Elisa Maria","Italy","Athletics"
"di LIDDO Elena","Italy","Swimming"
"di MAURO Gennaro Alberto","Italy","Rowing"
"DIAGO MESA Sahily","Cuba","Athletics"
"DIALLO Rouguy","France","Athletics"
"DIALLO Thierno","Spain","Artistic Gymnastics"
"DIAMOND Emily","Great Britain","Athletics"
"DIAZ Andy","Cuba","Athletics"
"DIAZ RIVAS Virginia","Spain","Rowing"
"DIBOWSKI Andreas","Germany","Equestrian"
"DICKINS Stephanie","New Zealand","Hockey"
"DICKO Romane","France","Judo"
"DICKSON Sam","New Zealand","Rugby Sevens"
"DIEHM Natalya","Australia","Cycling BMX Freestyle"
"DIENER Christian","Germany","Swimming"
"DIETHELM GERBER Heidi","Switzerland","Shooting"
"DIETSCHE Riccarda","Switzerland","Athletics"
"DIETZE Tina","Germany","Canoe Sprint"
"DIKEC Yusuf","Turkey","Shooting"
"DINCOFF Rachel","United States of America","Athletics"
