athlete_id,last_name,first_name,country_id,discipline_id
865,Crippa,Yemaneberhan,8,3
866,Criscio,Martina,8,15
867,Cromwell,Tiffany,0,11
868,Cronin,Caitlin,0,23
869,Croon,Jorrit,10,17
870,Crothers,William,2,23
871,Crouser,Ryan,20,3
872,Cruz,Andy,3,5
873,Cseh,Laszlo,7,30
874,Csernoviczki,Eva,7,18
875,Csipes,Tamara,7,7
876,Csizmadia,Kolos,7,7
877,Cubelos,Francisco,16,7
878,Cudinovic,Gennadij,5,38
879,Cui,Lihong,12,3
880,Cui,Qiuxia,12,17
881,Cui,Xiaotong,12,23
882,Cujean,Lucien,17,25
883,Cullell,Estape,16,10
884,Culver,Trey,20,3
885,Cummings,Jr,20,37
886,Cunningham,Gabriele,20,3
887,Cunningham,Trey,20,3
888,Cunningham,Vashti,20,3
889,Cupido,Luca,20,36
890,Curatoli,Luca,8,15
891,Curran,Taylor,2,17
892,Curry,Scott,11,24
893,Curzan,Claire,20,30
894,Cusinato,Ilaria,8,30
895,Cutro-kelly,Nina,20,18
896,Cybulska,Malgorzata,13,14
897,Cysique,Sarah,4,18
898,Czaja,Dominik,13,23
899,Czerniak,Konrad,13,30
900,Czykier,Damian,13,3
901,D'almeida,Marcus,1,0
902,D'amato,Asia,8,1
903,Da,Costa,4,19
904,Da,Silva,1,3
905,Da,Silva,1,24
906,Da,Silva,1,3
907,Da,Silva,1,38
908,Da,Silva,1,3
909,Da,Silva,2,5
910,Da,Silva,1,3
911,Dabrowski,Gabriela,2,33
912,Dake,Kyle,20,38
913,Dakin,Sam,11,12
914,Dal,Molin,8,3
915,Dalaloyan,Artur,14,1
916,Daley,Thomas,6,13
917,Dalgatova,Saadat,14,5
918,Dallman-weiss,Lara,20,25
919,Daniel,Taro,9,33
920,Daniell,Marcus,11,33
921,Daniels,Haley,2,6
922,Daniels,Teahna,20,3
923,Danilenko,Dmitriy,14,15
924,Danilova,Iana,14,24
925,Danylenko,Danylo,19,3
926,Darmanin,Lisa,0,25
927,Darsigny,Tali,2,37
928,Daube,Hannes,20,36
929,Daudet,Joris,4,9
930,Dauser,Lukas,5,1
931,Davey,Tarryn,11,17
932,David,Yanis,4,3
933,Davidovich,Fokina,16,33
934,Davidson,Madaline,11,34
935,Davies,Frances,11,17
936,Davies,Rose,0,3
937,Davies,Sarah,6,37
938,Davis,Alex,6,24
939,Davis,Keyshawn,20,5
940,Davis,Stephanie,6,3
941,Davis,Tara,20,3
942,Davison,Benjamin,20,23
943,Davydova,Daria,14,18
944,Dawson,Angus,0,23
945,Dawson,Erica,11,25
946,Dawson,Jacob,6,23
947,Dawson,Kathleen,6,30
948,Dawson,Matthew,0,17
949,Day,Riley,0,3
950,De,Almeida,1,3
951,De,Boer,10,30
952,De,Brouwer,10,2
953,De,Deus,1,30
954,De,Filippis,8,26
955,De,Gennaro,8,6
956,De,Geus,10,17
957,De,Geus,10,25
958,De,Goede,10,17
959,De,Graaf,10,23
960,De,Grasse,2,3
961,De,Haitre,2,12
962,De,Jesus,4,1
963,De,Jong,10,23
964,De,Jonge,2,7
965,De,La,3,26
966,De,Lima,1,3
967,De,Loof,20,30
968,De,Luca,8,3
969,De,Mol,10,17
970,De,Morais,1,3
971,De,Nicolo,8,26
972,De,Oliveira,1,5
973,De,Paula,1,14
974,De,Toro,16,36
975,De,Tullio,8,30
976,De,Velasco,16,0
977,De,Vries,0,25
978,De,Waard,10,30
979,De,Waard,10,17
980,De,Wijn,10,17
981,De,Wit,10,18
982,De,Witte,10,3
983,De,Witte,10,3
984,Dean,Anthony,0,9
985,Dean,Clark,20,23
986,Dean,Tom,6,30
987,Dearing,Alice,6,20
988,Debues-stafford,Gabriela,2,3
989,Dechambeau,Bryson,20,16
990,Decsi,Tamas,7,15
991,Dede,Bruno,9,3
992,Deeltstra,Andrea,10,3
993,Defay,Johanne,4,29
994,Deidda,Francesca,8,2
995,Deignan,Elizabeth,6,11
996,Dekha,Iryna,19,37
997,Del,Buono,8,3
998,Del,Lungo,8,36
999,Del,Ponte,17,3
1000,Del,Toro,3,18
1001,Delacour,Perrine,4,16
1002,Delacruz,Jourdan,20,37
1003,Delapierre,Quentin,4,25
1004,Delarze,Barnabe,17,23
1005,Delas,De,16,17
1006,Delaunay,Eric,4,26
1007,Delestre,Simon,4,14
1008,Delfour,Lucien,0,6
1009,Delgado,Angelica,20,18
1010,Dell'aquila,Vito,8,32
1011,Delmotte,Nicolas,4,14
1012,Delrue,Delphine,4,4
1013,Demay,Coralie,4,12
1014,Demir,Evin,18,3
1015,Demirhan,Evin,18,38
1016,Dendy,Marquis,20,3
1017,Deng,Weiyun,12,26
1018,Deng,Zewen,12,36
1019,Deng,Zhiwei,12,38
1020,Dennerley,Joel,0,36
1021,Dennis,Rohan,0,11
1022,Denny,Matthew,0,3
1023,Depaul,Evan,2,25
1024,Dereli,Emel,18,3
1025,Derkach,Dariya,8,3
1026,Ders,Lester,3,21
1027,Dershwitz,Eli,20,15
1028,Desalu,Eseosa,8,3
1029,Deslauriers,Mario,2,14
1030,Desplanches,Jeremy,17,30
1031,Detti,Gabriele,8,30
1032,Deurloo,Bart,10,1
1033,Dhesi,Amarveer,2,38
1034,Di,Camillo,8,2
1035,Di,Cola,8,30
1036,Di,Costanzo,8,23
1037,Di,Fulvio,8,36
1038,Di,Lazzaro,8,3
1039,Di,Liddo,8,30
1040,Di,Mauro,8,23
1041,Diago,Mesa,3,3
1042,Diallo,Rouguy,4,3
1043,Diallo,Thierno,16,1
1044,Diamond,Emily,6,3
1045,Diaz,Andy,3,3
1046,Diaz,Rivas,16,23
1047,Dibowski,Andreas,5,14
1048,Dickins,Stephanie,11,17
1049,Dicko,Romane,4,18
1050,Dickson,Sam,11,24
1051,Diehm,Natalya,0,8
1052,Diener,Christian,5,30
1053,Diethelm,Gerber,17,26
1054,Dietsche,Riccarda,17,3
1055,Dietze,Tina,5,7
1056,Dikec,Yusuf,18,26
1057,Dincoff,Rachel,20,3
1058,Disera,Peter,2,10
1059,Dittmann,Joanna,13,23
1060,Diver,Sinead,0,3
1061,Dixon,Adam,6,17
1062,Dizotti,Beatriz,1,30
1063,Djakovic,Antonio,17,30
1064,Djouhan,Lolassonn,4,3
1065,Do,Nascimento,1,3
1066,Do,Nascimento,1,3
1067,Doar,Katie,11,17
1068,Dobber,Jochem,10,3
1069,Dobbin,Beth,6,3
1070,Dobek,Patryk,13,3
1071,Dobson,Charlotte,6,25
1072,Dogue,Patrick,5,21
1073,Dohmann,Carl,5,3
1074,Doi,Manami,9,25
1075,Dolce,Vincenzo,8,36
1076,Dolgova,Anastasiia,14,7
1077,Dolgova,Irina,14,18
1078,Dong,Chao,12,15
1079,Dong,Dong,12,34
1080,Dong,Guojian,12,3
1081,Donoghue,Brooke,11,23
1082,Doonan,Gia,20,23
1083,Dornbach,Maximilian,5,12
1084,Dos,Santos,1,3
1085,Dos,Santos,1,3
1086,Dos,Santos,1,0
1087,Dos,Santos,1,3
1088,Dos,Santos,1,24
1089,Dosho,Sara,9,38
1090,Dosso,Zaynab,8,3
1091,Douglas,Justin,2,24
1092,Douglas,Sarah,2,25
1093,Douglass,Kate,20,30
1094,Dougoud,Martin,17,6
1095,Dowell,Justin,20,8
1096,Down-jenkins,Anton,11,13
1097,Downs,Tyler,20,13
1098,Doyle,Lauren,20,24
1099,Drabik,Sandra,13,5
1100,Draper,Jacob,6,17
1101,Drinkhall,Paul,6,31
1102,Dronova,Tamara,14,11
1103,Drouin,Caroline,4,24
1104,Druzhinin,Ilia,14,30
1105,Du,Yue,12,4
1106,Duan,Ying-ying,12,33
1107,Dubchenko,Aleksandr,14,12
1108,Dubler,Cedric,0,3
1109,Dubois,Albane,4,25
1110,Dubois,Caroline,6,5
1111,Dubrovich,Jacqueline,20,15
1112,Ducarroz,Nikita,17,8
1113,Duckworth,James,0,33
1114,Duda,Daryna,19,22
1115,Duehring,Jasmin,2,12
1116,Duetz,Annette,10,25
1117,Duffy,Colin,20,28
1118,Duhamel,Cyrielle,4,30
1119,Dujardin,Charlotte,6,14
1120,Dumoulin,Tom,10,11
1121,Duncan,Melissa,0,3
1122,Dunfee,Evan,2,3
1123,Dunkel,Nils,5,1
1124,Duran,Mariah,20,27
1125,Duranti,Agnese,8,22
1126,Durbridge,Luke,0,11
1127,Durkacz,Damian,13,5
1128,Dustin,Oliver,6,3
1129,Duszynski,Kajetan,13,3
1130,Dutra,Augusto,1,3
1131,Dutton,Phillip,20,14
1132,Duverger,Pileta,3,37
1133,Dygert,Chloe,20,11
1134,Dygert,Chloe,20,12
1135,Dyke,Emma,11,23
1136,Eaton,Jagger,20,27
1137,Ebert,Leonie,5,15
1138,Echenique,Gonzalo,8,36
1139,Echevarria,Juan,3,3
1140,Eckhardt,Neele,5,3
1141,Edalli,Ludovico,8,1
1142,Edmondson,Annette,0,12
1143,Edmondston,Holly,11,12
1144,Edtmayer,Tyler,5,27
1145,Edwards,Blake,0,36
1146,Edwards,Jye,0,3
1147,Edwards,Kai,0,20
1148,Edwards,Lachlan,0,36
1149,Edwards,Rebecca,6,23
1150,Eerland,Britt,10,31
1151,Efimova,Yuliya,14,30
1152,Efoloko,Jona,6,3
1153,Eggens,Monika,2,36
1154,Egorov,Aleksandr,14,30
1155,Egorova,Anna,14,30
1156,Eibl,Ronja,5,10
1157,Eigel,Pavel,14,6
1158,Eikermann,Gregorchuk,5,13
1159,Eisser,Tracy,20,23
1160,Ekimov,Leonid,14,26
1161,Ekinci,Necat,18,5
1162,El,Fathaoui,8,3
1163,Elendt,Anna,5,30
1164,Elgeziry,Amro,20,21
1165,Elissonde,Kenny,4,11
1166,Ellenwood,Georgia,2,3
1167,Elliott,Kiana,0,37
1168,Ellis,Kendall,20,3
1169,Ellis,Marcus,6,4
1170,Ellis,Rashida,20,5
1171,Ellison,Brady,20,0
1172,Elmore,Malindi,2,3
1173,Elnahas,Shady,2,18
1174,Elosegi,Ander,16,6
1175,Elwes,Charles,6,23
1176,Emba,Cheta,20,24
1177,Emelin,Sergey,14,38
1178,Emmanuel,Crystal,2,3
1179,Emura,Misaki,9,15
1180,Engels,Craig,20,3
1181,English,Amber,20,26
1182,Enomoto,Haruka,9,13
1183,Er,Necati,18,3
1184,Erdelyi,Balazs,7,36
1185,Erdi,Maria,7,25
1186,Erdogan,Meryem,18,3
1187,Errani,Sara,8,33
1188,Errigo,Arianna,8,15
1189,Erta,Bernat,16,3
1190,Ertan,Deniz,18,30
1191,Escobar,Mascunano,16,5
1192,Espar,Llaquet,16,36
1193,Espar,Llaquet,16,36
1194,Ester,Ramos,16,36
1195,Estrada,Magdiel,3,18
1196,Etienne,Axelle,4,9
1197,Eto,Takashi,9,3
1198,Evans,Neah,6,12
1199,Evans,Sarah,6,17
1200,Evglevski,Sergei,0,26
1201,Evloev,Musa,14,38
1202,Ezzaydouni,Ibrahim,16,3
1203,Fabbri,Leonardo,8,3
1204,Fabre,Margaux,4,30
1205,Fahr,Annina,17,3
1206,Fahrni,Linda,17,25
1207,Fairweather,Erika,11,30
1208,Fajdek,Pawel,13,3
1209,Falcao,Cabral,1,3
1210,Fall,Mouhamadou,4,3
1211,Faloci,Giovanni,8,3
1212,Famera,Martin,16,36
1213,Fan,Hau-li,2,20
1214,Fan,Yilin,12,1
1215,Fan,Zhendong,12,31
1216,Fang,Yaoqing,12,3
1217,Fangio,Francesca,8,30
1218,Fantini,Sara,8,3
1219,Fantoni,Giacomo,8,9
1220,Farella,Bianca,2,24
1221,Farias,Bruna,1,3
1222,Farken,Robert,5,3
1223,Farrington,Kent,20,14
1224,Fattal,Rachel,20,36
1225,Federico,Ivan,8,27
1226,Fedotova,Anastasia,14,36
1227,Feeley,Camilla,20,22
1228,Feige,Saskia,5,3
1229,Fejes,Daniel,7,7
1230,Felipe,Gustavo,1,27
1231,Felix,Allyson,20,3
1232,Feng,Bin,12,3
1233,Feng,Shanshan,12,16
1234,Feng,Yu,12,2
1235,Feracci,Alexandra,4,19
1236,Ferguson,Kord,20,3
1237,Fergusson,Robbie,6,24
1238,Ferlic,Mason,20,3
1239,Fernandez,Alberto,16,26
1240,Fernandez,Leylah,2,33
1241,Fernandez,Miranda,16,36
1242,Fernandez,Sergio,16,3
1243,Fernon,Edward,0,21
1244,Ferrand,Prevot,4,10
1245,Ferrari,Vanessa,8,1
1246,Ferreira,Beatriz,1,5
1247,Ferreira,Fernando,1,3
1248,Ferreira,Italo,1,29
1249,Ferrer,E,1,3
1250,Ferrer-salat,Beatriz,16,14
1251,Ferreras,Sanz,16,2
1252,Ferro,Costanza,8,2
1253,Ferro,Fiona,4,33
1254,Fesikova,Anastasiia,14,30
1255,Fiamingo,Rossella,8,15
1256,Fichera,Marco,8,15
1257,Fichman,Sharon,2,33
1258,Fidanza,Martina,8,12
1259,Fiedina,Marta,19,2
1260,Fieldman,Henry,6,23
1261,Figari,Niccolo,8,36
1262,Figlioli,Pietro,8,36
1263,Figueredo,Pereira,1,13
1264,Figueroa,Julia,16,18
1265,Filmer,Caileigh,2,23
1266,Fink,Nic,20,30
1267,Finke,Robert,20,30
1268,Finley,Mason,20,3
1269,Fiodorow,Joanna,13,3
1270,Fiola-dion,Camille,2,2
1271,Fioravanti,Costa,1,24
1272,Fioravanti,Leonardo,8,29
1273,Fischer,Aria,20,36
1274,Fischer,Makenzie,20,36
1275,Fisher,Grant,20,3
1276,Fitzgibbons,Sally,0,29
1277,Fitzpatrick,Connor,2,7
1278,Fitzpatrick,Madison,0,17
1279,Fitzpatrick,Savannah,0,17
1280,Fitzpatrick,Theresa,11,24
1281,Fitzsimmons,Riley,0,7
1282,Flanagan,Benjamin,2,3
1283,Fleetwood,Tommy,6,16
1284,Fleming,Deborah,6,24
1285,Fleschutz,Jette,5,17
1286,Flickinger,Hali,20,30
1287,Florence,John,20,29
1288,Flores,Jeremy,4,29
1289,Florijn,Finn,10,23
1290,Florijn,Karolien,10,23
1291,Flueckiger,Mathias,17,10
1292,Fluhler,Stacey,11,24
1293,Foconi,Alessio,8,15
1294,Fofana,Cedric,2,13
1295,Fofana,Hassane,8,3
1296,Fognini,Fabio,8,33
1297,Foley,Michael,2,12
1298,Folkard,Naomi,6,0
1299,Follert,Laurits,5,23
1300,Folorunso,Ayomide,8,3
1301,Fonseca,Daniela,3,31
1302,Fontana,Vittoria,8,3
1303,Fontes,Ignacio,16,3
1304,Fontijn,Nouchka,10,5
1305,Foppen,Mike,10,3
1306,Forca,Ariza,16,36
1307,Ford,Andrew,0,36
1308,Ford,Emily,6,23
1309,Ford,George,0,36
1310,Ford,Tom,6,23
1311,Foreman-mackey,Annie,2,12
1312,Forsyth,Alan,6,17
1313,Fortin,Valentine,4,12
1314,Fortunato,Francesco,8,3
1315,Fossali,Ludovico,8,28
1316,Fox,Jessica,0,6
1317,Fox,Ryan,11,16
1318,Fraile,Matarranz,16,11
1319,Franceschi,Sara,8,30
1320,Francisco,Luiz,1,27
1321,Franklin,Mallory,6,6
1322,Franklin,Tori,20,3
1323,Franssen,Juul,10,18
1324,Franziska,Patrick,5,31
1325,Frasca,Loris,4,1
1326,Fraser,Joe,6,1
1327,Fraser-beaulieu,Brittany,2,14
1328,Fratus,Bruno,1,30
1329,Frayne,Henry,0,3
1330,Frei,Sina,17,10
1331,Freitas,Henriques,1,3
1332,Freitas,Patricia,1,25
1333,French,Kate,6,21
1334,Frerichs,Courtney,20,3
1335,Frey,Johannes,5,18
1336,Frey,Karl-richard,5,18
1337,Fricker,Samuel,0,13
1338,Friedrich,Lea,5,12
1339,Friedsam,Anna-lena,5,33
1340,Friess,Aline,4,1
1341,Froidevaux,Robin,17,12
1342,Fry,Charlotte,6,14
1343,Fuailefau,Mike,2,24
1344,Fuchs,Florian,5,17
1345,Fuchs,Martin,17,14
1346,Fuchs,Virginia,20,5
1347,Fucsovics,Marton,7,33
1348,Fujii,Nanako,9,3
1349,Fujishima,Hiroki,9,7
1350,Fujita,Yoshikazu,9,24
1351,Fukumura,Juka,9,2
1352,Fukushima,Daisuke,9,14
1353,Fukushima,Shihomi,9,15
1354,Fukushima,Tomoyoshi,9,36
1355,Fukushima,Yuki,9,4
1356,Fumic,Manuel,5,10
1357,Fumita,Kenichiro,9,38
1358,Funk,Ricarda,5,6
1359,Furk,Benedikt,5,17
1360,Furukawa,Takaharu,9,0
1361,Furuyama,Kie,9,12
1362,Gacka,Kinga,13,3
1363,Gadirova,Jennifer,6,1
1364,Gadirova,Jessica,6,1
1365,Gadsdon,Luke,2,23
1366,Gadzhiev,Magomedmurad,13,38
1367,Gadzhimagomedov,Muslim,14,5
1368,Gaitero,Martin,16,18
1369,Gal,Edward,10,14
1370,Galant,Martyna,13,3
1371,Galashina,Anastasiia,14,26
1372,Gale,Lauren,2,3
1373,Gale,Tom,6,3
1374,Galiabovitch,Elena,0,26
1375,Galimany,Marta,16,3
1376,Gall,James,6,17
1377,Gallagher,Laura,6,34
1378,Gallego,Sara,16,3
1379,Galli,Gemma,8,2
1380,Galos,Roland,7,5
1381,Galvan,Matteo,8,3
1382,Galvez,Fatima,16,26
1383,Galyer,Ali,11,30
1384,Gambetta,Sara,5,3
1385,Gamez,Matos,3,30
1386,Gammond,Fiona,6,23
1387,Gangl,Edina,7,36
1388,Ganna,Filippo,8,11
1389,Ganna,Filippo,8,12
1390,Gao,Haiyan,12,25
1391,Gao,Lei,12,34
1392,Gao,Yang,12,3
1393,Gaponova,Ganna,19,31
1394,Garcia,Boissier,16,13
1395,Garcia,Canellas,16,11
1396,Garcia,Caroline,4,33
1397,Garcia,Cayetano,16,7
1398,Garcia,Diego,16,3
1399,Garcia,Godoy,16,36
1400,Garcia,Grau,16,17
1401,Garcia,Jesus,16,3
1402,Garcia,Martinez,16,10
1403,Garcia,Mena,16,14
1404,Garcia,Ordonez,16,23
1405,Garcia,Saiz,16,30
1406,Garcia,Samuel,16,3
1407,Garcia,Urzainqui,16,30
1408,Garcia-caro,Laura,16,3
1409,Garda,Krisztina,7,36
1410,Gardner,English,20,3
1411,Gardzielewski,Arkadiusz,13,3
1412,Garia,Christopher,10,3
1413,Garozzo,Daniele,8,15
1414,Garrigos,Francisco,16,18
1415,Garside,Harry,0,5
1416,Garzon,Caballero,3,38
1417,Gasch,Loic,17,3
1418,Gastaldello,Beryl,4,30
1419,Gate,Aaron,11,12
1420,Gaudiano,Emanuele,8,14
1421,Gaudu,David,4,11
1422,Gauzy,Simon,4,31
1423,Gavino,Gonzalez,16,14
1424,Gay,John,2,3
1425,Gaysinsky,Daniel,2,19
1426,Gazoz,Mete,18,0
1427,Gazzard,Kiera,0,2
1428,Ge,Manqi,12,3
1429,Gebhardt,Melanie,5,7
1430,Gee,Derek,2,12
1431,Geis,Oliver,5,26
1432,Gemesi,Csanad,7,15
1433,Gemili,Adam,6,3
1434,Genee,Dagmar,10,36
1435,Genest,Lauriane,2,12
1436,Gentili,Giacomo,8,23
1437,Gentle,Ashleigh,0,35
1438,Genzo,Francesca,8,7
1439,Geoghegan,Hart,6,11
1440,George,Tom,6,23
1441,Gerashchenko,Iryna,19,3
1442,Gerasimova,Elena,14,1
1443,Germade,Rodrigo,16,7
1444,Geschke,Simon,5,11
1445,Ghebrehiwet,Faniel,8,3
1446,Gibbs,Riley,20,25
1447,Gibbs,Rory,6,23
1448,Gibson,Alison,20,13
1449,Gicquel,Thom,4,4
1450,Gierisch,Kristin,5,3
1451,Gigante,Sarah,0,11
1452,Giger,Yasmin,17,3
1453,Gilavert,Louis,4,3
1454,Gilbert,Callum,11,6
1455,Gilchrist,Kaleigh,20,36
1456,Giles,Chelsie,6,18
1457,Giles,Elliot,6,3
1458,Gill,Jacko,11,3
1459,Gillespie,Cravon,20,3
1460,Gilman,Thomas,20,38
1461,Gilmore,Stephanie,0,29
1462,Gilmour,Kirsty,6,4
1463,Gimson,John,6,25
1464,Gine,Patsi,16,17
1465,Gines,Lopez,16,28
1466,Giorgi,Camila,8,33
1467,Giorgi,Eleonora,8,3
1468,Giraud,Aurelien,4,27
1469,Girdlestone,Cameron,0,23
1470,Girev,Ivan,14,30
1471,Girke,Nikola,2,25
1472,Giron,Marcos,20,33
1473,Gischard,Benjamin,17,1
1474,Giuffrida,Odette,8,18
1475,Giupponi,Matteo,8,3
1476,Gladyshev,Ivan,14,12
1477,Glaetzer,Matthew,0,12
1478,Glatzer,Leon,5,29
1479,Glazkov,Nikita,14,15
1480,Glazunow,Wiktor,13,7
1481,Gleadle,Elizabeth,2,3
1482,Glover,Harry,6,24
1483,Glover,Helen,6,23
1484,Glyzina,Nadezhda,14,36
1485,Gmelin,Jeannine,17,23
1486,Gobbi,Stefania,8,23
1487,Goberville,Celine,4,26
1488,Gocen,Osman,18,38
1489,Godby,Madalyn,20,12
1490,Godel,Robin,17,14
1491,Godley,Emily,6,37
1492,Godoy,Contreras,16,35
1493,Godwin,Elija,20,3
1494,Gofers,Keesja,0,36
1495,Gola,Marlena,13,3
1496,Goldie,Alanna,2,15
1497,Goliadkina,Maryna,14,2
1498,Golitin,Amaury,4,3
1499,Golodna,Olha,19,3
1500,Golovina,Evgeniia,14,36
1501,Golubic,Viktorija,17,33
1502,Gomboeva,Svetlana,14,0
1503,Gomes,De,1,3
1504,Gomez,Jesus,16,3
1505,Gomez,Noya,16,35
1506,Gomez,Roxana,3,3
1507,Goncalves,Pedro,1,6
1508,Gonche,Matheus,1,30
1509,Gong,Li,12,19
1510,Gong,Lijiao,12,3
1511,Gonska,Nadine,5,3
1512,Gonzalez,De,16,17
1513,Gonzalez,Hugo,16,30
1514,Gonzalez,Lopez,16,36
1515,Gonzalez,Marina,16,1
1516,Gonzalez,Raquel,16,3
1517,Goodin,Bruce,11,14
1518,Goodman,Molly,0,23
1519,Gorbunova,Anastasia,14,35
1520,Gordon,Shaul,2,15
1521,Gose,Isabel,5,30
1522,Gough,Maddy,0,30
1523,Govers,Blake,0,17
1524,Gowler,Jackie,11,23
1525,Gowler,Kerri,11,23
1526,Goya,Kazuhiro,9,24
1527,Goyard,Thomas,4,25
1528,Grabosch,Pauline,5,12
1529,Grabowski,Jasmin,5,18
1530,Grady,Michael,20,23
1531,Grael,Marco,1,25
1532,Grael,Martine,1,25
1533,Graf,David,17,9
1534,Graham,Naomi,20,5
1535,Grainger,Susanne,2,23
1536,Grambusch,Mats,5,17
1537,Granados,Ortega,16,36
1538,Granda,Andy,3,18
1539,Granda,Roque,16,25
1540,Grangeon,De,4,20
1541,Granitzki,Hanna,5,17
1542,Grant,Imogen,6,23
1543,Granz,Caterina,5,3
1544,Grassineau,Camille,4,24
1545,Grau,Potrille,3,26
1546,Grauer,Stephanie,2,23
1547,Gray,Adeline,20,38
1548,Gray-matyas,Jordan,20,24
1549,Green,Hannah,0,16
1550,Green,Thomas,0,7
1551,Greenshields,Julia,2,24
1552,Greenslade,Ella,11,23
1553,Gregorich,Hechavarria,3,38
1554,Gregorio,Rossella,8,15
1555,Gregson,Genevieve,0,3
1556,Grengbo,Florian,4,12
1557,Gressier,Jimmy,4,3
1558,Greve,Willem,10,14
1559,Gribanov,Denis,14,25
1560,Grice,Thomas,0,26
1561,Griffith,Georgia,0,3
1562,Griffiths,Christopher,6,17
1563,Grimes,Isaac,20,3
1564,Grimes,Katie,20,30
1565,Grimm,Vanessa,5,3
1566,Griskenas,Evita,20,22
1567,Grol,Henk,10,18
1568,Grondin,Donavan,4,12
1569,Groom,Angus,6,23
1570,Gros,Mathilde,4,12
1571,Gross,Felix,5,12
1572,Grousset,Maxime,4,30
1573,Grube,Chris,6,25
1574,Gruchalla-wesierski,Kasia,2,23
1575,Gruhn,Rebecca,5,8
1576,Gruhne,Hans,5,23
1577,Gruver,Olivia,20,3
1578,Grzegorzewicz,Patryk,13,3
1579,Gu,Bingfeng,12,17
1580,Gu,Bongil,15,15
1581,Gu,Hong,12,5
1582,Gu,Yaoyao,12,24
1583,Guan,Chenchen,12,1
1584,Guazzini,Vittoria,8,12
1585,Guba,Paulina,13,3
1586,Gubaydullina,Gulnaz,14,21
1587,Guei,Floria,4,3
1588,Guerdat,Steve,17,14
1589,Guerin,Lina,4,24
1590,Guerra,Javier,16,3
1591,Guerrero,Esther,16,3
1592,Guglia,Annie,2,27
1593,Guica,Ecaterina,2,18
1594,Guido,Guilherme,1,30
1595,Gulich,Andrin,17,23
1596,Guliyev,Ramil,18,3
1597,Gunes,Viktoria,18,30
1598,Gunson,Ella,11,17
1599,Guo,Jessica,2,15
1600,Guo,Li,12,2
1601,Guo,Linlin,12,23
1602,Guo,Qiqi,12,22
1603,Guo,Yiqi,12,15
1604,Guo,Yufang,12,12
1605,Guraliuk,Brendan,2,17
1606,Guregian,Katelin,20,23
1607,Gures,Umit,18,30
1608,Gurisatti,Greta,7,36
1609,Gusev,Oleg,14,7
1610,Gustaitis,Abby,20,24
1611,Gustin,Ronan,4,15
1612,Gutkowski,Lukasz,13,21
1613,Guy,James,6,30
1614,Guyart,Astrid,4,15
1615,Guyot,Sarah,4,7
1616,Guzel,Ecem,18,25
1617,Guzman,Lopez,3,38
1618,Guzowska,Paulina,13,3
1619,Gwak,Donghan,15,18
1620,Gyongyossy,Aniko,7,36
1621,Gyuratz,Reka,7,3
1622,Gyurta,Gergely,7,30
1623,Ha,Jeemin,15,25
1624,Haas,Townley,20,30
1625,Habz,Azeddine,4,3
1626,Hack,Austin,20,23
1627,Haddad,Henrique,1,25
1628,Hadzic,Alen,20,15
1629,Haecker,Katharina,0,18
1630,Hafizov,Ildar,20,38
1631,Hagino,Kosuke,9,30
1632,Hagitani,Kaede,9,3
1633,Hains,Nikita,0,13
1634,Hake,Jule,5,7
1635,Halasz,Bence,7,3
1636,Hall,Farrah,20,25
1637,Hall,James,6,1
1638,Hall,James,20,26
1639,Hall,Linden,0,3
1640,Halligan,Bronte,0,36
1641,Hallock,Ben,20,36
1642,Ham,Eunji,15,37
1643,Hamada,Mayu,9,32
1644,Hamada,Shori,9,18
1645,Hamadouche,Maiva,4,5
1646,Hamilton,Lucas,0,11
1647,Hammerling,Frieda,5,23
1648,Han,Daeyoon,15,26
1649,Han,Dakyung,15,30
1650,Han,Heeju,15,18
1651,Han,Kun,15,24
1652,Han,Mijin,15,18
1653,Han,Myeongmok,15,37
1654,Han,Ying,5,31
1655,Hancock,Tracy,20,38
1656,Hancock,Vincent,20,26
1657,Haner,Martin,5,17
1658,Hanna,Mary,0,14
1659,Hano,Kazushi,9,24
1660,Hansen,Jessica,0,30
1661,Hanson,Elliot,6,25
1662,Hao,Ting,12,22
1663,Hara,Wakaba,9,24
1664,Harada,Kai,9,28
1665,Harai,Balazs,7,36
1666,Haralabidis,Stephanie,20,36
1667,Harasawa,Hisayoshi,9,18
1668,Haratyk,Michal,13,3
1669,Hardy,Sam,0,23
1670,Hare,Nicole,2,23
1671,Hargreaves,Jack,0,23
1672,Harimoto,Tomokazu,9,31
1673,Harkin,Abbey,0,30
1674,Harmsen,Joris,10,9
1675,Harris,Ben,6,24
1676,Harris,Isaiah,20,3
1677,Harris,Meg,0,30
1678,Harrison,Juvaughn,20,3
1679,Harrison,Kendra,20,3
1680,Harrison,Nevin,20,7
1681,Harrity,John,20,23
1682,Harspataki,Karoly,7,19
1683,Hart,Nathan,0,12
1684,Harting,Christoph,5,3
1685,Harting,Zach,20,30
1686,Hartmann,Joshua,5,3
1687,Hartung,Max,5,15
1688,Harvey,Eleanor,2,15
1689,Hasegawa,Suzuka,9,30
1690,Hashida,Maiko,9,36
1691,Hashimoto,Daiki,9,1
1692,Hashimoto,Eiya,9,12
1693,Hashioka,Yuki,9,3
1694,Hassan,Sifan,10,3
1695,Hatakeda,Hitomi,9,1
1696,Hataoka,Nasa,9,16
1697,Hatayama,Eri,9,25
1698,Hatton,Teneale,11,7
1699,Hattori,Yuma,9,3
